itemId,chunkFile,chunkIndex,clinical_focus,rationaleSource,rationaleInjected,rationaleTopicSnippet,exactIdMatch,placeholderBefore
4662d3e9-152c-4d7f-b8df-b8e47c5385c3,data-bank/questions/q-chunk-170.json,36,Heart Failure / Fluid Volume Excess,PRESERVED_EXISTING_FINAL,false,Improvement in heart failure exacerbation is evidenced by a ,true,false
nexus_generate_solutions_1776514492314_79_ulrs,data-bank/questions/q-chunk-170.json,37,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,Option B addresses opioid toxicity. Others are inappropriate,true,false
nexus_generate_solutions_1776514493668_81_joay,data-bank/questions/q-chunk-170.json,38,Major Depressive Disorder,PRESERVED_EXISTING_FINAL,false,Option B directly addresses immediate fluid deficit. A is in,true,false
9a382b5b-508c-40c7-8f48-e72d40e34c60,data-bank/questions/q-chunk-170.json,39,Heart Failure / Fluid Volume Excess,INJECTED,true,The client presents with several concerning findings indicat,true,true
nexus_generate_solutions_1776514533118_121_ibli,data-bank/questions/q-chunk-170.json,44,Pancreatitis,PRESERVED_EXISTING_FINAL,false,Option B directly addresses bronchospasm. Others too slow or,true,false
nexus_generate_solutions_1776514542353_128_elqe,data-bank/questions/q-chunk-170.json,47,Deep Vein Thrombosis / PE,PRESERVED_EXISTING_FINAL,false,Option B addresses hypokalemia from furosemide. Others are i,true,false
nexus_generate_solutions_1776514571009_153_gezd,data-bank/questions/q-chunk-171.json,0,Increased ICP / Head Injury,INJECTED,true,Option B addresses deficit. A is inappropriate. C worsens de,true,true
nexus_generate_solutions_1776514594015_175_mbhe,data-bank/questions/q-chunk-171.json,3,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,"B addresses acute, life-threatening hypocalcemia. A, C are t",true,false
nexus_gen_evaluate_outcomes_1776452729889_310_e6gbm,data-bank/questions/q-chunk-171.json,5,Meningitis (Adult),INJECTED,true,Independent transfers demonstrate functional recovery and re,true,true
nexus_generate_solutions_1776514603319_184_lurp,data-bank/questions/q-chunk-171.json,6,Pneumonia,PRESERVED_EXISTING_FINAL,false,"B ensures PCA effectiveness. A, C premature. D adjunctive, n",true,false
nexus_generate_solutions_1776514608478_190_pzgy,data-bank/questions/q-chunk-171.json,8,Bipolar Disorder,PRESERVED_EXISTING_FINAL,false,Option B addresses critical risk: cardiac dysrhythmias. Opti,true,false
nexus_generate_solutions_1776514614120_192_jxie,data-bank/questions/q-chunk-171.json,9,Pancreatitis,PRESERVED_EXISTING_FINAL,false,B addresses SIADH. A worsens fluid. C secondary. D for sever,true,false
nexus_clinical_judgment_1776516123692_509_uiol,data-bank/questions/q-chunk-171.json,11,Post-op Cholecystectomy,PRESERVED_EXISTING_FINAL,false,Option B prioritizes assessment. Option A is an intervention,true,false
nexus_generate_solutions_1776514630945_207_lafy,data-bank/questions/q-chunk-171.json,12,Sickle Cell Crisis,INJECTED,true,A: Increasing IV rate without an order or clear signs of sev,true,true
nexus_gen_recognize_cues_1776452536313_11_97bj3,data-bank/questions/q-chunk-171.json,14,Multiple Sclerosis,PRESERVED_EXISTING_FINAL,false,"These findings strongly suggest a DVT, which could lead to a",true,false
nexus_multip_priority_7434,data-bank/questions/q-chunk-171.json,16,Supraventricular Tachycardia (SVT) and Ventricular Tachycardia (VT): Stable vs. Unstable Management,INJECTED,true,The patient's presentation of narrow-complex tachycardia (SV,true,true
nexus_generate_solutions_1776514650389_233_hysp,data-bank/questions/q-chunk-171.json,18,Multiple Sclerosis,PRESERVED_EXISTING_FINAL,false,The correct response is supported by the client’s Multiple S,true,false
nexus_generate_solutions_1776514673825_248_ibaf,data-bank/questions/q-chunk-171.json,21,Tuberculosis,INJECTED,true,"{'A': 'Provides immediate pain relief.', 'B': 'Non-pharmacol",true,true
ai_calcul_771c0147,data-bank/questions/q-chunk-171.json,23,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,The correct calculation involves converting hours to minutes,true,false
nexus_multip_new_6fa5,data-bank/questions/q-chunk-171.json,25,Acute Myocardial Infarction (AMI),PRESERVED_EXISTING_FINAL,false,"The client's presentation, including crushing chest pain, ra",true,false
nexus_multip_new_8075,data-bank/questions/q-chunk-171.json,26,New Onset Atrial Fibrillation with Rapid Ventricular Response (AFib with RVR),INJECTED,true,"The client's presentation with new onset AFib with RVR, coup",true,true
nexus_multip_new_350d,data-bank/questions/q-chunk-171.json,28,New Onset Atrial Fibrillation with Rapid Ventricular Response (RVR),PRESERVED_EXISTING_FINAL,false,The immediate priority for a patient with new onset atrial f,true,false
ai_multip_f1f8ecc6,data-bank/questions/q-chunk-171.json,30,Heart Failure / Fluid Volume Excess,PRESERVED_EXISTING_FINAL,false,"Administering diuretics, optimizing position, providing oxyg",true,false
nexus_generate_solutions_1776514742499_323_zrsn,data-bank/questions/q-chunk-171.json,31,Pneumonia,PRESERVED_EXISTING_FINAL,false,Option B is the priority for immediate physiological stabili,true,false
nexus_multip_new_d3a0,data-bank/questions/q-chunk-171.json,32,Acute Ischemic Stroke (New Onset),PRESERVED_EXISTING_FINAL,false,"In a suspected acute ischemic stroke, the most immediate pri",true,false
nexus_multip_chartexh_d2ad,data-bank/questions/q-chunk-171.json,34,"Hypocalcemia, Trousseau's Sign, Post-Thyroidectomy Complications",INJECTED,true,"The client's symptoms (perioral tingling, fingertip paresthe",true,true
nexus_analyze_cues_1776514825168_21_lmss,data-bank/questions/q-chunk-171.json,35,Heart Failure / Fluid Volume Excess,PRESERVED_EXISTING_FINAL,false,"Option B signifies an acute, significant fluid shift needing",true,false
nexus_gen_evaluate_outcomes_1776453167606_82_2j3pq,data-bank/questions/q-chunk-171.json,37,Thyroid Storm,PRESERVED_EXISTING_FINAL,false,Stable daily weight indicates the patient is not retaining o,true,false
nexus_analyze_cues_1776514816660_12_zpdr,data-bank/questions/q-chunk-171.json,38,Major Depressive Disorder,PRESERVED_EXISTING_FINAL,false,Option B addresses immediate airway constriction. Others are,true,false
nexus_analyze_cues_1776514829076_27_irjf,data-bank/questions/q-chunk-171.json,41,Thyroid Storm,INJECTED,true,Option B directly addresses severe pain with an appropriate ,true,true
nexus_gen_evaluate_outcomes_1776451944967_368_17dwe,data-bank/questions/q-chunk-171.json,42,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,Low urine output (20 mL/hr) is a critical finding requiring ,true,false
nexus_analyze_cues_1776514836916_36_awbh,data-bank/questions/q-chunk-171.json,43,Burns,PRESERVED_EXISTING_FINAL,false,Option B directly addresses physiological integrity by asses,true,false
nexus_analyze_cues_1776514846988_49_knyd,data-bank/questions/q-chunk-171.json,44,Burns,PRESERVED_EXISTING_FINAL,false,Option B directly addresses the cause of distension and pain,true,false
nexus_gen_recognize_cues_1776452544528_206_slkrl,data-bank/questions/q-chunk-171.json,45,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,A significant daily weight increase indicates fluid retentio,true,false
nexus_gen_evaluate_outcomes_1776453023185_325_gyigj,data-bank/questions/q-chunk-171.json,46,Liver Failure / Cirrhosis,INJECTED,true,Pain reduction to 3/10 and comfort indicates effective pain ,true,true
nexus_multip_new_c967,data-bank/questions/q-chunk-171.json,49,New-Onset Atrial Fibrillation with Rapid Ventricular Response (AFib with RVR),INJECTED,true,New-onset atrial fibrillation with rapid ventricular respons,true,true
nexus_analyze_cues_1776514868583_70_ghrh,data-bank/questions/q-chunk-172.json,0,Bowel Obstruction,PRESERVED_EXISTING_FINAL,false,Option B is a critical self-management strategy for CHF. Opt,true,false
nexus_multip_new_f064,data-bank/questions/q-chunk-172.json,1,New Onset Atrial Fibrillation with Rapid Ventricular Response (RVR),PRESERVED_EXISTING_FINAL,false,New onset atrial fibrillation with RVR is a critical conditi,true,false
nexus_analyze_cues_1776514874812_75_yfky,data-bank/questions/q-chunk-172.json,2,Parkinson's Disease,PRESERVED_EXISTING_FINAL,false,"Option B assesses for dehydration, consistent with symptoms ",true,false
nexus_analyze_cues_1776514927348_121_kvhj,data-bank/questions/q-chunk-172.json,4,Bowel Obstruction,PRESERVED_EXISTING_FINAL,false,A: Administering medication is an intervention. A thorough a,true,false
c9a241f1-72a7-46d0-8e87-2db59ec61363,data-bank/questions/q-chunk-172.json,5,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,"BLANK_1: The client's symptoms of blurred, yellow-green visi",true,false
nexus_gen_evaluate_outcomes_1776451933494_33_g02q1,data-bank/questions/q-chunk-172.json,6,Post-op Cholecystectomy,PRESERVED_EXISTING_FINAL,false,"Option B shows balanced I&O, signifying good renal perfusion",true,false
nexus_analyze_cues_1776514911097_94_pmlg,data-bank/questions/q-chunk-172.json,7,HIV / AIDS Complications,INJECTED,true,A: Ondansetron addresses nausea but leaves severe pain untre,true,true
nexus_analyze_cues_1776514918808_119_wwsf,data-bank/questions/q-chunk-172.json,8,Bowel Obstruction,PRESERVED_EXISTING_FINAL,false,ECG is crucial for diagnosing cardiac events. Others are sec,true,false
nexus_gen_evaluate_outcomes_1776451933457_68_wnp37,data-bank/questions/q-chunk-172.json,9,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,"Passing flatus is a direct sign of bowel motility returning,",true,false
nexus_analyze_cues_1776514927835_128_bvzw,data-bank/questions/q-chunk-172.json,11,Bipolar Disorder,PRESERVED_EXISTING_FINAL,false,Option B is a focused assessment crucial for understanding t,true,false
nexus_analyze_cues_1776515019757_223_fijs,data-bank/questions/q-chunk-172.json,14,Parkinson's Disease,PRESERVED_EXISTING_FINAL,false,Option B addresses a common cause of these symptoms given st,true,false
nexus_clinical_judgment_1776516453357_251_pmge,data-bank/questions/q-chunk-172.json,16,Anaphylaxis,PRESERVED_EXISTING_FINAL,false,Option B is foundational. A and C are helpful but secondary.,true,false
nexus_clinical_judgment_1776516501221_301_wcea,data-bank/questions/q-chunk-172.json,18,Medication Error / Overdose,PRESERVED_EXISTING_FINAL,false,"Option B directly addresses basic care and comfort, aligning",true,false
nexus_analyze_cues_1776514960491_161_whtp,data-bank/questions/q-chunk-172.json,20,Post-op Cholecystectomy,PRESERVED_EXISTING_FINAL,false,"A: Nausea is present, but increased pain is priority. B: Cor",true,false
nexus_clinical_judgment_1776516214242_12_sjte,data-bank/questions/q-chunk-172.json,21,Burns,PRESERVED_EXISTING_FINAL,false,"Option B is priority, addressing prevention and management. ",true,false
nexus_clinical_judgment_1776516231320_34_xjft,data-bank/questions/q-chunk-172.json,22,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,Option B directly addresses fall risk by ensuring bed safety,true,false
nexus_analyze_cues_1776514976851_178_wvab,data-bank/questions/q-chunk-172.json,26,Burns,PRESERVED_EXISTING_FINAL,false,"Stable vitals can be misleading. Worsening pain, distention,",true,false
nexus_gen_recognize_cues_1776452539970_136_6r1pm,data-bank/questions/q-chunk-172.json,28,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,Hypovolemia explains the combined symptoms of orthostatic ch,true,false
nexus_analyze_cues_1776514982132_185_wmvw,data-bank/questions/q-chunk-172.json,29,Spinal Cord Injury,PRESERVED_EXISTING_FINAL,false,Option B directly addresses unrelieved pain with an alternat,true,false
nexus_analyze_cues_1776515001105_203_jpbc,data-bank/questions/q-chunk-172.json,33,Hypertensive Crisis,PRESERVED_EXISTING_FINAL,false,Option B directly addresses hypoxemia and respiratory distre,true,false
nexus_analyze_cues_1776515008983_206_nqca,data-bank/questions/q-chunk-172.json,34,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,Option B addresses hypovolemia. Others secondary or inapprop,true,false
nexus_multip_glp1agon_39f9,data-bank/questions/q-chunk-172.json,39,Type 2 Diabetes Mellitus Management with GLP-1 Agonists,INJECTED,true,GLP-1 receptor agonists are a class of medications used in t,true,true
nexus_analyze_cues_1776515034103_234_rmzb,data-bank/questions/q-chunk-172.json,41,Transfusion Reaction,PRESERVED_EXISTING_FINAL,false,"B assesses for fluid overload. A, C worsen fluid retention. ",true,false
nexus_analyze_cues_1776515037744_239_pfvj,data-bank/questions/q-chunk-172.json,44,Sickle Cell Crisis,INJECTED,true,"Option B addresses hypovolemia, the likely cause. Other opti",true,true
nexus_analyze_cues_1776515054116_251_zucq,data-bank/questions/q-chunk-172.json,46,Pancreatitis,PRESERVED_EXISTING_FINAL,false,"A: Correct, addresses immediate pain. B: Important, not imme",true,false
nexus_analyze_cues_1776515069490_252_lzlo,data-bank/questions/q-chunk-172.json,49,Sickle Cell Crisis,PRESERVED_EXISTING_FINAL,false,SpO2 92% is a critical cue. Incentive spirometry is priority,true,false
nexus_analyze_cues_1776515077947_268_rslx,data-bank/questions/q-chunk-173.json,0,Medication Error / Overdose,PRESERVED_EXISTING_FINAL,false,"20 mL/hr UO is critical, indicating inadequate renal perfusi",true,false
nexus_generate_solutions_1776514673420_257_avon,data-bank/questions/q-chunk-173.json,4,Trauma / Multiple Injuries,PRESERVED_EXISTING_FINAL,false,B addresses both complaints with available PRN meds. A negle,true,false
nexus_gen_evaluate_outcomes_1776452878170_164_axn7p,data-bank/questions/q-chunk-173.json,6,Deep Vein Thrombosis / PE,PRESERVED_EXISTING_FINAL,false,Hemoglobin A1C reflects average blood glucose over 2-3 month,true,false
nexus_gen_evaluate_outcomes_1776453015742_66_msvrg,data-bank/questions/q-chunk-173.json,9,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,Pain reduction to 3/10 and ability to ambulate indicates eff,true,false
nexus_gen_evaluate_outcomes_1776451945223_355_o82mo,data-bank/questions/q-chunk-173.json,10,Sickle Cell Crisis,PRESERVED_EXISTING_FINAL,false,Normal creatinine and BUN levels directly reflect adequate k,true,false
nexus_analyze_cues_1776514825486_22_wqqs,data-bank/questions/q-chunk-173.json,11,Deep Vein Thrombosis / PE,PRESERVED_EXISTING_FINAL,false,Option B focuses on further assessing GI cues crucial for po,true,false
f07e878d-dc3f-4c61-a20e-13cee579026d,data-bank/questions/q-chunk-173.json,12,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,Active pulmonary tuberculosis (TB) is an airborne disease re,true,false
nexus_gen_evaluate_outcomes_1776452726863_284_my7lw,data-bank/questions/q-chunk-173.json,17,Chronic Kidney Disease,INJECTED,true,Voiding adequate amounts of clear urine indicates good kidne,true,true
nexus_gen_evaluate_outcomes_1776453171189_144_a6oz1,data-bank/questions/q-chunk-173.json,20,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,Urine output of 40 mL/hr shows adequate renal function and f,true,false
nexus_clinical_judgment_1776515670915_32_njwr,data-bank/questions/q-chunk-173.json,23,Pneumonia,PRESERVED_EXISTING_FINAL,false,"Option B addresses an acute physiological need. Options A, C",true,false
nexus_gen_evaluate_outcomes_1776452154131_19_yoosm,data-bank/questions/q-chunk-173.json,24,Surgical Site Infection / Wound Infection,PRESERVED_EXISTING_FINAL,false,Calculating total intake (2500 mL) and total output (1700 mL,true,false
nexus_bow_ngn_43be,data-bank/questions/q-chunk-173.json,25,Sickle Cell Crisis (Vaso-occlusive),PRESERVED_EXISTING_FINAL,false,The most immediate priority for this client is to address th,true,false
nexus_clinical_judgment_1776516378256_178_fird,data-bank/questions/q-chunk-173.json,26,Bowel Obstruction,PRESERVED_EXISTING_FINAL,false,"Option B outlines correct steps for a safe, respectful bed b",true,false
nexus_clinical_judgment_1776515994139_368_ioix,data-bank/questions/q-chunk-173.json,28,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,The correct response is supported by the client’s Acute Coro,true,false
nexus_generate_solutions_1776514583656_168_zpah,data-bank/questions/q-chunk-173.json,29,Deep Vein Thrombosis / PE,PRESERVED_EXISTING_FINAL,false,Option B addresses immediate physiological needs: hydration ,true,false
nexus_gen_evaluate_outcomes_1776452730395_330_19j0y,data-bank/questions/q-chunk-173.json,32,Pancreatitis,PRESERVED_EXISTING_FINAL,false,"Option B directly indicates the absence of infection, which ",true,false
nexus_gen_evaluate_outcomes_1776453024397_375_sx6m3,data-bank/questions/q-chunk-173.json,34,Transfusion Reaction,INJECTED,true,Reassessing pain after intervention is crucial to determine ,true,true
nexus_gen_evaluate_outcomes_1776451944585_314_6zjkq,data-bank/questions/q-chunk-173.json,35,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,Negative fluid balance and weakness strongly indicate a need,true,false
ai_ordere_30ebc194,data-bank/questions/q-chunk-173.json,37,Pneumonia / Oxygenation,INJECTED,true,The correct sequence begins with positioning for comfort and,true,true
nexus_clinical_judgment_1776516204428_5_wmox,data-bank/questions/q-chunk-173.json,39,Trauma / Multiple Injuries,INJECTED,true,"Option B ensures an organized, efficient, and comfortable ba",true,true
nexus_gen_generate_solutions_1776452473704_47_ar4b0,data-bank/questions/q-chunk-173.json,40,Surgical Site Infection / Wound Infection,PRESERVED_EXISTING_FINAL,false,"Covering with sterile, saline-soaked gauze prevents tissue d",true,false
nexus_gen_evaluate_outcomes_1776452722867_52_k1rmj,data-bank/questions/q-chunk-173.json,47,HIV / AIDS Complications,PRESERVED_EXISTING_FINAL,false,Option B describes expected findings for a healing surgical ,true,false
nexus_multip_new_16fc,data-bank/questions/q-chunk-173.json,48,Acute Decompensated Heart Failure (ADHF),PRESERVED_EXISTING_FINAL,false,In a client experiencing acute decompensated heart failure w,true,false
nexus_gen_evaluate_outcomes_1776452723492_106_v901r,data-bank/questions/q-chunk-174.json,3,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,Pain score of 2/10 and ambulation demonstrate effective pain,true,false
nexus_multip_new_c2c1,data-bank/questions/q-chunk-174.json,6,Acute Exacerbation of Systemic Lupus Erythematosus (SLE) with Organ Involvement,INJECTED,true,The most critical findings requiring immediate intervention ,true,true
nexus_clinical_judgment_1776516182845_574_jqlp,data-bank/questions/q-chunk-174.json,9,HIV / AIDS Complications,INJECTED,true,"Option B is safe, appropriate delegation. A, C, D require nu",true,true
nexus_multip_new_731b_v2,data-bank/questions/q-chunk-174.json,10,New Onset Acute Decompensated Heart Failure (ADHF) with Pulmonary Edema,PRESERVED_EXISTING_FINAL,false,The client's presentation of acute pulmonary edema with seve,true,false
nexus_gen_evaluate_outcomes_1776453490871_310_up5sp,data-bank/questions/q-chunk-174.json,11,Post-op Cholecystectomy,PRESERVED_EXISTING_FINAL,false,Direct client report of reduced pain (3/10) and increased co,true,false
nexus_multip_new_e9d3,data-bank/questions/q-chunk-174.json,13,Acute Respiratory Distress / COPD Exacerbation,INJECTED,true,The most immediate life-threatening issue for this client is,true,true
nexus_multip_selectnm_84d3,data-bank/questions/q-chunk-174.json,14,Severe Preeclampsia Management and Prevention of Eclampsia,PRESERVED_EXISTING_FINAL,false,Severe preeclampsia is a life-threatening hypertensive disor,true,false
nexus_multip_new_542f,data-bank/questions/q-chunk-174.json,15,Acute Pulmonary Embolism (PE),PRESERVED_EXISTING_FINAL,false,In a patient with suspected pulmonary embolism and significa,true,false
nexus_multip_new_2e61,data-bank/questions/q-chunk-174.json,17,Acute Myocardial Infarction (AMI),PRESERVED_EXISTING_FINAL,false,In a client presenting with suspected acute myocardial infar,true,false
nexus_bow_ngn_0adc,data-bank/questions/q-chunk-174.json,18,Epiglottitis (Pediatric Emergency),PRESERVED_EXISTING_FINAL,false,Acute epiglottitis is characterized by rapid inflammation an,true,false
nexus_clinical_judgment_1776516461036_261_ibfj,data-bank/questions/q-chunk-174.json,19,Transfusion Reaction,INJECTED,true,B prevents pressure injury. A is contraindicated. C is respi,true,true
nexus_multip_new_f375,data-bank/questions/q-chunk-174.json,20,Anaphylaxis,PRESERVED_EXISTING_FINAL,false,Anaphylaxis is a medical emergency requiring immediate admin,true,false
nexus_multip_new_d3c2,data-bank/questions/q-chunk-174.json,21,Acute Myocardial Infarction (AMI),PRESERVED_EXISTING_FINAL,false,"In a client presenting with suspected AMI, the immediate pri",true,false
nexus_multip_new_f0f2,data-bank/questions/q-chunk-174.json,23,Acute Ischemic Stroke (New Onset),PRESERVED_EXISTING_FINAL,false,"In a suspected acute stroke, the absolute priority is to dif",true,false
nexus_clinical_judgment_1776516205024_4_zoxw,data-bank/questions/q-chunk-174.json,25,COPD Exacerbation,INJECTED,true,A: Insufficient; patient needs more help. B: Correct. Provid,true,true
nexus_multip_new_6602,data-bank/questions/q-chunk-174.json,27,Acute Pulmonary Embolism (PE),PRESERVED_EXISTING_FINAL,false,The immediate priority for a patient suspected of having a p,true,false
nexus_gen_evaluate_outcomes_1776452160576_235_rqop5,data-bank/questions/q-chunk-174.json,29,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,Low urine output (20 mL/hr) for several hours is a critical ,true,false
nexus_clinical_judgment_1776515804696_172_nhvz,data-bank/questions/q-chunk-174.json,30,Post-op Cholecystectomy,PRESERVED_EXISTING_FINAL,false,Option B addresses patient's request and promotes recovery. ,true,false
nexus_clinical_judgment_1776516526609_327_fnzx,data-bank/questions/q-chunk-174.json,31,Anaphylaxis,PRESERVED_EXISTING_FINAL,false,The correct response is supported by the client’s Anaphylaxi,true,false
nexus_generate_solutions_1776514633641_217_crbz,data-bank/questions/q-chunk-174.json,34,Acute Kidney Injury (AKI),PRESERVED_EXISTING_FINAL,false,The correct response is supported by the client’s Acute Kidn,true,false
nexus_gen_evaluate_outcomes_1776453174991_229_z6rv3,data-bank/questions/q-chunk-174.json,37,Anaphylaxis,PRESERVED_EXISTING_FINAL,false,Normal creatinine and adequate urine output (30+ mL/hr) demo,true,false
nexus_gen_evaluate_outcomes_1776453302739_20_edzod,data-bank/questions/q-chunk-174.json,38,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,"A fluid bolus addresses potential hypovolemia, which is a co",true,false
42fbf254-d00f-487e-93d1-02fed5a6678d,data-bank/questions/q-chunk-174.json,42,Acute Coronary Syndrome / MI,INJECTED,true,Crushing substernal chest pain radiating to the left arm is ,true,true
nexus_bow_new_9cd4,data-bank/questions/q-chunk-174.json,43,Acute Decompensated Heart Failure (ADHF),PRESERVED_EXISTING_FINAL,false,Acute decompensated heart failure (ADHF) is a medical emerge,true,false
nexus_bow_new_42e9,data-bank/questions/q-chunk-174.json,44,Acute Decompensated Heart Failure (ADHF) with Pulmonary Edema,PRESERVED_EXISTING_FINAL,false,The client is experiencing acute decompensated heart failure,true,false
nexus_bow_new_505c,data-bank/questions/q-chunk-174.json,45,Acute Asthma Exacerbation,PRESERVED_EXISTING_FINAL,false,The patient's presentation indicates a severe acute asthma e,true,false
nexus_bow_new_916a,data-bank/questions/q-chunk-174.json,46,Acute Pulmonary Edema / Acute Decompensated Heart Failure,PRESERVED_EXISTING_FINAL,false,The most immediate life-threatening issue in acute pulmonary,true,false
nexus_bow_new_5230,data-bank/questions/q-chunk-174.json,49,Acute Decompensated Heart Failure (ADHF) with Pulmonary Edema,PRESERVED_EXISTING_FINAL,false,The client's presentation is highly indicative of acute deco,true,false
nexus_bow_new_7eba,data-bank/questions/q-chunk-175.json,0,Atrial Fibrillation with Rapid Ventricular Response (AFib with RVR),PRESERVED_EXISTING_FINAL,false,"The client is hemodynamically unstable due to AFib with RVR,",true,false
nexus_bow_new_7ccc,data-bank/questions/q-chunk-175.json,1,Anaphylaxis,PRESERVED_EXISTING_FINAL,false,The priority in managing anaphylaxis is prompt administratio,true,false
nexus_bow_ngn_de46,data-bank/questions/q-chunk-175.json,2,Addisonian Crisis (Acute Adrenal Insufficiency),PRESERVED_EXISTING_FINAL,false,"The patient is experiencing an Addisonian crisis, a life-thr",true,false
nexus_bow_ngn_2d44,data-bank/questions/q-chunk-175.json,3,Acute Decompensated Heart Failure (ADHF) with Pulmonary Edema,PRESERVED_EXISTING_FINAL,false,The client's presentation is classic for acute decompensated,true,false
nexus_bow_ngn_afb6,data-bank/questions/q-chunk-175.json,4,Adolescent Cocaine Intoxication,PRESERVED_EXISTING_FINAL,false,Cocaine is a potent sympathomimetic agent that blocks the re,true,false
nexus_bow_ngn_5b31,data-bank/questions/q-chunk-175.json,5,Massive Transfusion Protocol (MTP) and Citrate Toxicity,PRESERVED_EXISTING_FINAL,false,The immediate priority is to address the life-threatening hy,true,false
nexus_bow_ngn_8dc9,data-bank/questions/q-chunk-175.json,7,Acute Compartment Syndrome,PRESERVED_EXISTING_FINAL,false,Acute compartment syndrome (ACS) is a surgical emergency cha,true,false
nexus_bow_ngn_b5cb,data-bank/questions/q-chunk-175.json,8,Critical Hyponatremia and Hyperkalemia,PRESERVED_EXISTING_FINAL,false,The patient's critical sodium level (118 mEq/L) indicates se,true,false
nexus_bow_ngn_07b1,data-bank/questions/q-chunk-175.json,9,Hyperosmolar Hyperglycemic State (HHS),PRESERVED_EXISTING_FINAL,false,The immediate priority in managing HHS is aggressive fluid r,true,false
nexus_bow_ngn_bf45,data-bank/questions/q-chunk-175.json,12,Myasthenia Gravis Cholinergic Crisis,PRESERVED_EXISTING_FINAL,false,The correct action is to immediately hold the scheduled dose,true,false
nexus_bow_ngn_8320,data-bank/questions/q-chunk-175.json,16,Airborne and Contact Precautions for Novel Respiratory Virus,PRESERVED_EXISTING_FINAL,false,The correct sequence for donning personal protective equipme,true,false
nexus_gen_evaluate_outcomes_1776452877787_114_fe4vq,data-bank/questions/q-chunk-175.json,22,Chronic Kidney Disease,INJECTED,true,"Checking blood glucose confirms hypoglycemia, guiding approp",true,true
nexus_bow_ngn_e85d,data-bank/questions/q-chunk-175.json,23,Anticoagulation management for Atrial Fibrillation with Warfarin,PRESERVED_EXISTING_FINAL,false,An INR of 6.2 is significantly above the therapeutic range (,true,false
nexus_bow_ngn_3a6f,data-bank/questions/q-chunk-175.json,24,Fat Embolism Syndrome (FES),PRESERVED_EXISTING_FINAL,false,Fat Embolism Syndrome (FES) is a life-threatening complicati,true,false
nexus_bow_ngn_a168,data-bank/questions/q-chunk-175.json,25,Intussusception,PRESERVED_EXISTING_FINAL,false,Intussusception occurs when one segment of the intestine tel,true,false
nexus_bow_ngn_be1c,data-bank/questions/q-chunk-175.json,30,COPD Exacerbation with Acute Respiratory Distress,PRESERVED_EXISTING_FINAL,false,"The client's oxygen saturation of 88% on room air, coupled w",true,false
nexus_bow_ngn_5234,data-bank/questions/q-chunk-175.json,32,Acute Decompensated Heart Failure with Pulmonary Edema,PRESERVED_EXISTING_FINAL,false,"The client's presentation of severe dyspnea, SpO2 86%, ortho",true,false
nexus_clinical_judgment_1776515652729_4_pbht,data-bank/questions/q-chunk-176.json,6,Post-op Hip Replacement,PRESERVED_EXISTING_FINAL,false,A: Reassessment later. B: Infection check secondary. D: Prem,true,false
nexus_clinical_judgment_1776515697673_54_jovf,data-bank/questions/q-chunk-176.json,8,Pancreatitis,PRESERVED_EXISTING_FINAL,false,{'A': 'Medication without full assessment may mask serious c,true,false
nexus_clinical_judgment_1776515735854_96_kbaj,data-bank/questions/q-chunk-176.json,10,Bipolar Disorder,PRESERVED_EXISTING_FINAL,false,Option B addresses immediate need for assessment. Others are,true,false
nexus_analyze_cues_1776514936612_138_sppc,data-bank/questions/q-chunk-176.json,15,Bipolar Disorder,PRESERVED_EXISTING_FINAL,false,Option B prioritizes comprehensive pain assessment before fu,true,false
nexus_bow_bowtiech_9723,data-bank/questions/q-chunk-176.json,16,Chemotherapy Hazardous Drug Safety and Spill Management,PRESERVED_EXISTING_FINAL,false,"The ""Bowtie"" model for risk management in chemotherapy empha",true,false
63d870de-87cd-40ce-b076-5f3a9fa50e61,data-bank/questions/q-chunk-176.json,17,Medication Safety,INJECTED,true,"Medication errors involving high-alert 'look-alike, sound-al",true,true
